#{"t_start": 1784985745.947574, "env_id": "None"}
r,l,t,success,caught_by_robot_2,caught_by_robot_1,forced_release_robot_1,forced_release_robot_2
51.811071,635,1515.812632,False,True,False,False,False
-25.763094,304,1516.276031,False,False,False,False,False
92.640648,731,1517.457397,False,True,False,False,False
-22.246792,314,1517.98469,False,False,False,False,False
42.700947,679,1519.029922,False,True,False,False,True
-23.629177,339,1519.551033,False,False,False,False,False
53.804246,670,1520.778527,False,True,False,False,False
43.854878,663,1521.794435,False,True,False,False,True
48.50036,679,1522.842779,False,True,False,False,False
43.317024,684,1523.897264,False,True,False,False,True
-36.083606,362,1524.543867,False,False,False,False,False
45.602902,686,1525.634821,False,True,False,False,True
74.425978,669,1526.664525,False,True,False,False,False
-26.362796,304,1527.32959,False,False,False,False,False
48.918084,712,1528.432763,False,True,False,False,False
62.172883,736,1529.578768,False,True,False,False,False
82.176373,660,1530.606905,False,True,False,False,False
65.865081,760,1531.906757,False,True,False,False,False
-27.230472,304,1532.368824,False,False,False,False,False
-28.361685,349,1532.907904,False,False,False,False,False
-22.468341,312,1533.384574,False,False,False,False,False
83.287073,664,1534.623341,False,True,False,False,False
-22.755652,336,1535.14419,False,False,False,False,False
43.014574,686,1536.202389,False,True,False,False,True
-25.23871,339,1536.726395,False,False,False,False,False
-27.235947,358,1547.149722,False,False,False,False,False
-27.752122,360,1547.705526,False,False,False,False,False
-23.0805,312,1548.181793,False,False,False,False,False
42.251404,663,1549.203414,False,True,False,False,True
49.66652,676,1550.451982,False,True,False,False,False
96.044905,764,1551.742374,False,True,False,False,False
52.962072,641,1552.777258,False,True,False,False,False
-27.471559,360,1553.359458,False,False,False,False,False
-36.303764,364,1553.924474,False,False,False,False,False
-23.699435,314,1554.462771,False,False,False,False,False
-23.902096,312,1554.962488,False,False,False,False,False
50.397671,683,1556.017012,False,True,False,False,False
52.297165,641,1557.198516,False,True,False,False,False
-22.252172,316,1557.682179,False,False,False,False,False
52.655959,632,1558.655628,False,True,False,False,False
98.574013,720,1559.766774,False,True,False,False,False
-27.421459,300,1560.225018,False,False,False,False,False
-25.379299,459,1560.993758,False,True,False,False,False
-27.228665,303,1561.456512,False,False,False,False,False
81.867328,679,1562.502324,False,True,False,False,False
46.043282,676,1563.743759,False,True,False,False,False
-27.269613,359,1564.302932,False,False,False,False,False
53.566336,656,1565.319962,False,True,False,False,False
-23.539837,339,1565.844369,False,False,False,False,False
51.977478,641,1566.832726,False,True,False,False,False
69.777373,646,1567.865936,False,True,False,False,False
53.268483,644,1568.866591,False,True,False,False,False
87.04457,752,1570.240513,False,True,False,False,False
67.915157,751,1571.406825,False,True,False,False,False
-21.574335,333,1571.917136,False,False,False,False,False
-22.237224,314,1572.396277,False,False,False,False,False
92.994941,713,1573.500448,False,True,False,False,False
-32.060245,290,1573.940801,False,False,False,False,False
-25.960708,306,1574.420451,False,False,False,False,False
-23.762403,312,1574.960352,False,False,False,False,False
52.455432,635,1575.957986,False,True,False,False,False
53.643538,655,1577.179127,False,True,False,False,False
-22.709012,314,1577.661289,False,False,False,False,False
-21.204832,333,1578.173277,False,False,False,False,False
59.297032,640,1579.152367,False,True,False,False,False
51.011899,728,1580.288721,False,True,False,False,False
84.905407,667,1581.367007,False,True,False,False,False
-26.977702,301,1581.825925,False,False,False,False,False
46.140796,689,1582.893782,False,True,False,False,False
-26.611924,304,1583.551667,False,False,False,False,False
-23.2857,315,1584.031595,False,False,False,False,False
49.643953,662,1585.054253,False,True,False,False,False
-24.152275,314,1585.535846,False,False,False,False,False
-22.220425,316,1586.018741,False,False,False,False,False
-23.348678,311,1586.4967,False,False,False,False,False
-22.413811,317,1587.033541,False,False,False,False,False
-23.500686,311,1587.568608,False,False,False,False,False
55.88684,739,1588.736748,False,True,False,False,False
-27.089696,373,1589.314983,False,False,False,False,False
52.070507,634,1590.491319,False,True,False,False,False
-23.36427,313,1590.969168,False,False,False,False,False
52.674748,663,1591.993715,False,True,False,False,False
51.966134,644,1592.979929,False,True,False,False,False
-26.744222,303,1593.439813,False,False,False,False,False
-24.147396,313,1593.9678,False,False,False,False,False
372.077099,696,1595.105264,True,True,True,False,False
-23.650801,341,1595.63109,False,False,False,False,False
-29.566717,371,1596.205365,False,False,False,False,False
-25.9761,304,1596.864687,False,False,False,False,False
-28.044115,359,1597.41876,False,False,False,False,False
-23.274935,312,1597.895625,False,False,False,False,False
-22.41925,318,1598.383011,False,False,False,False,False
96.569358,771,1599.579238,False,True,False,False,False
-22.077501,316,1600.071886,False,False,False,False,False
95.37443,742,1601.321854,False,True,False,False,False
41.483424,662,1602.333969,False,True,False,False,True
70.81008,663,1603.545833,False,True,False,False,False
-23.108022,335,1604.060138,False,False,False,False,False
-28.029059,358,1604.61406,False,False,False,False,False
-23.11483,338,1605.137522,False,False,False,False,False
49.44087,657,1606.157625,False,True,False,False,False
-27.089984,307,1606.625404,False,False,False,False,False
-27.54219,359,1607.200512,False,False,False,False,False
-22.854469,317,1607.722471,False,False,False,False,False
69.07035,660,1608.746512,False,True,False,False,False
98.891026,724,1610.070046,False,True,False,False,False
44.473308,681,1611.117287,False,True,False,False,True
74.593981,768,1612.315339,False,True,False,False,False
-25.577971,305,1612.780446,False,False,False,False,False
-27.341654,358,1613.350547,False,False,False,False,False
43.524875,685,1614.438412,False,True,False,False,True
52.251682,728,1615.576803,False,True,False,False,False
91.955118,692,1616.85646,False,True,False,False,False
-26.038005,306,1617.323473,False,False,False,False,False
-24.386176,344,1617.853755,False,False,False,False,False
-27.168007,360,1618.411522,False,False,False,False,False
51.852105,638,1619.391648,False,True,False,False,False
70.903864,648,1620.464032,False,True,False,False,False
94.401743,689,1621.63185,False,True,False,False,False
50.467515,686,1622.722181,False,True,False,False,False
-27.327039,302,1623.400467,False,False,False,False,False
-36.890708,362,1623.978096,False,False,False,False,False
-23.270818,333,1624.49848,False,False,False,False,False
65.221383,760,1625.711239,False,True,False,False,False
-22.13702,315,1626.207866,False,False,False,False,False
-27.115529,305,1626.741816,False,False,False,False,False
-23.005224,314,1627.267308,False,False,False,False,False
-26.162934,305,1627.749959,False,False,False,False,False
53.149747,669,1639.049815,False,True,False,False,False
94.50531,744,1640.446761,False,True,False,False,False
64.574933,643,1641.468602,False,True,False,False,False
69.309308,665,1642.60707,False,True,False,False,False
-31.408766,297,1643.116855,False,False,False,False,False
54.112922,657,1644.241756,False,True,False,False,False
-23.35817,315,1644.755665,False,False,False,False,False
78.173316,769,1645.97954,False,True,False,False,False
-25.971083,305,1646.449218,False,False,False,False,False
-23.482711,339,1647.168814,False,False,False,False,False
-27.748138,361,1647.738664,False,False,False,False,False
-35.167935,368,1648.344175,False,False,False,False,False
-27.384141,357,1648.988532,False,False,False,False,False
65.518075,743,1650.190659,False,True,False,False,False
53.316491,649,1651.198559,False,True,False,False,False
49.733374,686,1652.270224,False,True,False,False,False
52.843348,676,1653.308251,False,True,False,False,False
63.853948,743,1654.694461,False,True,False,False,False
-25.308175,302,1655.176975,False,False,False,False,False
-27.110958,306,1655.695545,False,False,False,False,False
-22.570535,317,1656.297337,False,False,False,False,False
-22.833167,338,1656.863037,False,False,False,False,False
-28.240677,359,1657.431367,False,False,False,False,False
-22.884109,314,1657.917786,False,False,False,False,False
-22.360552,314,1658.398514,False,False,False,False,False
-23.734055,340,1658.919352,False,False,False,False,False
-27.908926,359,1659.475799,False,False,False,False,False
-26.046821,301,1659.934199,False,False,False,False,False
-26.953832,361,1660.691888,False,False,False,False,False
-27.647139,371,1661.280254,False,False,False,False,False
-22.332086,319,1661.789495,False,False,False,False,False
-27.393609,359,1662.428716,False,False,False,False,False
-29.232236,373,1663.086287,False,False,False,False,False
66.150237,662,1664.72105,False,True,False,False,False
-26.919306,301,1665.177692,False,False,False,False,False
46.759467,685,1666.249874,False,True,False,False,False
-38.624409,273,1666.658091,False,False,False,False,False
-26.045737,305,1667.120208,False,False,False,False,False
-27.238074,359,1667.865501,False,False,False,False,False
62.089168,640,1668.85026,False,True,False,False,False
53.003261,652,1669.916698,False,True,False,False,False
-22.008742,318,1670.402999,False,False,False,False,False
53.342431,657,1671.409536,False,True,False,False,False
53.502548,643,1672.395204,False,True,False,False,False
-22.82785,315,1672.873128,False,False,False,False,False
-25.382125,304,1673.333398,False,False,False,False,False
-26.992475,371,1673.907082,False,False,False,False,False
-24.124707,476,1674.838338,False,True,False,False,False
52.147951,648,1675.893712,False,True,False,False,False
-37.760644,364,1676.582134,False,False,False,False,False
-25.763444,303,1677.085079,False,False,False,False,False
-22.704386,314,1677.579296,False,False,False,False,False
-27.253995,302,1678.045888,False,False,False,False,False
92.359957,701,1679.1318,False,True,False,False,False
73.226414,669,1680.160609,False,True,False,False,False
95.053054,769,1681.55493,False,True,False,False,False
-23.078317,319,1682.042089,False,False,False,False,False
-23.256557,343,1682.579201,False,False,False,False,False
-22.738521,314,1683.142428,False,False,False,False,False
69.12011,761,1684.481506,False,True,False,False,False
48.701754,666,1685.534881,False,True,False,False,False
-22.234353,319,1686.029509,False,False,False,False,False
-31.64762,291,1686.471906,False,False,False,False,False
-22.764213,316,1686.955119,False,False,False,False,False
-23.718818,317,1687.439384,False,False,False,False,False
49.71882,744,1688.793976,False,True,False,False,False
53.909177,652,1689.911814,False,True,False,False,False
-31.137164,296,1690.40962,False,False,False,False,False
-24.832756,306,1690.896011,False,False,False,False,False
52.84465,648,1691.912176,False,True,False,False,False
-27.91023,361,1692.478512,False,False,False,False,False
53.126753,641,1693.485476,False,True,False,False,False
54.830298,661,1694.722177,False,True,False,False,False
-35.464087,363,1695.304774,False,False,False,False,False
-27.447786,305,1695.784363,False,False,False,False,False
-69.213391,249,1696.172025,False,False,False,False,False
-34.960905,361,1696.737573,False,False,False,False,False
-23.78204,339,1697.275279,False,False,False,False,False
-27.825137,302,1697.841508,False,False,False,False,False
49.971891,660,1698.948416,False,True,False,False,False
52.294225,646,1699.957904,False,True,False,False,False
47.955904,725,1701.092556,False,True,False,False,False
-21.270016,587,1702.194401,False,True,False,False,False
57.907201,752,1703.412737,False,True,False,False,False
53.15738,671,1704.569683,False,True,False,False,False
-27.651359,302,1705.047952,False,False,False,False,False
-27.221522,359,1705.615684,False,False,False,False,False
77.001839,748,1706.794268,False,True,False,False,False
-26.999314,304,1707.256689,False,False,False,False,False
-27.293066,360,1707.813122,False,False,False,False,False
92.130467,747,1709.202091,False,True,False,False,False
-23.346214,311,1709.700902,False,False,False,False,False
88.552158,750,1711.067597,False,True,False,False,False
53.147481,659,1712.112187,False,True,False,False,False
-27.17206,361,1712.67457,False,False,False,False,False
96.139851,771,1713.871624,False,True,False,False,False
-26.455555,431,1714.607248,False,True,False,False,False
92.462773,699,1716.113117,False,True,False,False,False
53.39647,662,1717.304227,False,True,False,False,False
-23.788841,335,1717.84196,False,False,False,False,False
93.394586,769,1719.04327,False,True,False,False,False
97.800892,716,1720.151712,False,True,False,False,False
-23.516157,342,1720.678127,False,False,False,False,False
-27.212132,361,1721.236455,False,False,False,False,False
52.049242,635,1732.556201,False,True,False,False,False
52.970118,642,1733.57867,False,True,False,False,False
-23.384165,312,1734.066285,False,False,False,False,False
-22.303852,315,1734.556488,False,False,False,False,False
96.761145,721,1735.75253,False,True,False,False,False
48.232092,674,1736.956019,False,True,False,False,False
-26.741348,301,1737.45673,False,False,False,False,False
47.716586,678,1738.612189,False,True,False,False,False
-27.040049,360,1739.377546,False,False,False,False,False
65.420403,752,1740.59588,False,True,False,False,False
51.110255,687,1741.850412,False,True,False,False,False
52.944303,665,1742.900677,False,True,False,False,False
-27.563378,369,1743.474827,False,False,False,False,False
-22.107788,316,1743.958077,False,False,False,False,False
-28.029984,362,1744.517675,False,False,False,False,False
-27.615897,360,1745.076145,False,False,False,False,False
86.14229,683,1746.325792,False,True,False,False,False
-22.158779,315,1746.815341,False,False,False,False,False
94.625845,738,1748.108044,False,True,False,False,False
-22.101535,317,1748.615558,False,False,False,False,False
52.340558,644,1749.643088,False,True,False,False,False
-22.191722,315,1750.143554,False,False,False,False,False
-27.146425,302,1750.637051,False,False,False,False,False
-21.84592,332,1751.166407,False,False,False,False,False
-21.184702,337,1751.703751,False,False,False,False,False
-23.400123,335,1752.236063,False,False,False,False,False
89.333856,676,1753.523706,False,True,False,False,False
60.476123,742,1754.774553,False,True,False,False,False
97.529333,723,1756.030305,False,True,False,False,False
-36.489689,363,1756.60348,False,False,False,False,False
50.996877,723,1757.730679,False,True,False,False,False
-25.057385,344,1758.259176,False,False,False,False,False
82.372638,771,1759.651227,False,True,False,False,False
-26.985439,303,1760.127445,False,False,False,False,False
94.600997,743,1761.345684,False,True,False,False,False
-23.821674,313,1761.957987,False,False,False,False,False
91.297431,686,1763.083219,False,True,False,False,False
48.195596,713,1764.19272,False,True,False,False,False
60.959375,742,1765.340932,False,True,False,False,False
90.097567,696,1766.605776,False,True,False,False,False
52.773944,669,1767.650107,False,True,False,False,False
46.576178,700,1768.847875,False,True,False,False,False
99.697487,733,1770.370181,False,True,False,False,False
-22.245026,314,1770.949396,False,False,False,False,False
-23.974036,344,1771.528591,False,False,False,False,False
-23.955489,340,1772.081411,False,False,False,False,False
-27.507947,361,1772.725088,False,False,False,False,False
51.913297,637,1774.004144,False,True,False,False,False
86.290313,684,1775.142496,False,True,False,False,False
-22.213473,315,1775.725736,False,False,False,False,False
-27.948954,360,1776.378294,False,False,False,False,False
-36.976375,363,1776.992414,False,False,False,False,False
69.290398,742,1778.185129,False,True,False,False,False
92.749168,709,1779.45644,False,True,False,False,False
-27.270163,358,1780.069354,False,False,False,False,False
51.16813,707,1781.455116,False,True,False,False,False
50.364613,683,1782.556231,False,True,False,False,False
-27.325349,378,1783.243685,False,False,False,False,False
-36.084322,363,1783.881147,False,False,False,False,False
-27.190278,362,1784.466427,False,False,False,False,False
68.517528,645,1785.512346,False,True,False,False,False
48.392278,703,1786.644935,False,True,False,False,False
79.904287,677,1787.935571,False,True,False,False,False
89.072795,690,1789.086327,False,True,False,False,False
99.575629,744,1790.459184,False,True,False,False,False
-25.84007,306,1791.001896,False,False,False,False,False
-21.256154,333,1791.545979,False,False,False,False,False
-23.523357,341,1792.087578,False,False,False,False,False
-23.098548,341,1792.620974,False,False,False,False,False
53.788905,654,1793.664358,False,True,False,False,False
-21.769567,330,1794.192246,False,False,False,False,False
50.599388,742,1795.632923,False,True,False,False,False
46.857609,724,1796.903872,False,True,False,False,False
52.676405,636,1798.049062,False,True,False,False,False
-23.440192,315,1798.551594,False,False,False,False,False
-23.511761,313,1799.044496,False,False,False,False,False
-32.131134,289,1799.491751,False,False,False,False,False
-27.378241,365,1800.093002,False,False,False,False,False
58.448058,638,1801.131097,False,True,False,False,False
-24.318863,343,1801.691717,False,False,False,False,False
63.560087,741,1803.127119,False,True,False,False,False
47.862307,697,1804.37075,False,True,False,False,False
-27.787303,358,1805.001175,False,False,False,False,False
-27.249559,360,1805.618631,False,False,False,False,False
-25.147348,305,1806.109052,False,False,False,False,False
-22.926017,338,1806.652047,False,False,False,False,False
-24.157088,341,1807.199469,False,False,False,False,False
51.774821,673,1808.277779,False,True,False,False,False
52.483045,631,1809.53421,False,True,False,False,False
52.177567,644,1810.685969,False,True,False,False,False
48.037873,711,1811.901377,False,True,False,False,False
53.159818,656,1813.056017,False,True,False,False,False
60.622975,759,1814.339471,False,True,False,False,False
-22.09435,317,1814.8434,False,False,False,False,False
-22.473458,312,1815.340293,False,False,False,False,False
-23.907477,343,1815.889613,False,False,False,False,False
-28.753537,362,1816.730445,False,False,False,False,False
67.430177,646,1828.388256,False,True,False,False,False
-23.903692,342,1828.953264,False,False,False,False,False
-22.846733,315,1829.458201,False,False,False,False,False
77.606077,655,1830.519738,False,True,False,False,False
98.006782,704,1831.713674,False,True,False,False,False
51.524477,632,1832.956955,False,True,False,False,False
-22.307486,316,1833.512612,False,False,False,False,False
