#{"t_start": 1784893584.981098, "env_id": "None"}
r,l,t
118.102002,363,1407.455748
118.102002,363,1407.627523
118.102002,363,1407.753268
118.102002,363,1407.923761
118.102002,363,1408.050081
118.102002,363,1408.176251
18.760608,361,1408.350204
118.102002,363,1408.47777
118.102002,363,1408.603487
118.102002,363,1408.777871
118.102002,363,1408.903388
118.102002,363,1409.02867
118.102002,363,1409.203722
118.102002,363,1409.329336
118.102002,363,1409.454873
118.102002,363,1409.629357
118.102002,363,1409.754876
118.102002,363,1409.88042
118.102002,363,1410.07481
118.102002,363,1410.200818
118.102002,363,1410.375426
118.102002,363,1410.50097
118.102002,363,1410.626708
118.102002,363,1410.803793
118.102002,363,1410.938948
118.102002,363,1411.080248
118.102002,363,1411.27029
118.102002,363,1411.408468
118.102002,363,1411.545264
118.102002,363,1411.728619
118.102002,363,1411.861726
118.102002,363,1411.992681
118.102002,363,1412.174437
118.102002,363,1412.306717
118.102002,363,1412.489907
118.102002,363,1412.631383
118.102002,363,1412.805585
118.102002,363,1413.041727
118.102002,363,1413.191156
118.102002,363,1413.332795
118.102002,363,1413.518656
118.102002,363,1413.67232
118.102002,363,1413.809328
118.102002,363,1413.99467
118.102002,363,1414.124783
118.102002,363,1414.254766
118.102002,363,1414.429546
118.102002,363,1414.556094
118.102002,363,1414.681539
118.102002,363,1414.851518
118.102002,363,1414.979776
118.102002,363,1415.160977
118.102002,363,1415.295873
118.102002,363,1415.425258
118.102002,363,1416.948645
118.102002,363,1417.086444
118.102002,363,1417.223964
118.102002,363,1417.40834
118.102002,363,1417.540391
118.102002,363,1417.669419
118.102002,363,1417.84739
118.102002,363,1417.976974
118.102002,363,1418.103351
118.102002,363,1418.276878
118.102002,363,1418.404297
118.102002,363,1418.529873
118.102002,363,1418.700774
118.102002,363,1418.827493
118.102002,363,1419.001462
118.102002,363,1419.127472
118.102002,363,1419.253485
118.102002,363,1419.428257
118.102002,363,1419.555279
118.102002,363,1419.680667
118.102002,363,1419.855425
118.102002,363,1419.982548
118.102002,363,1420.107865
118.102002,363,1420.283198
118.102002,363,1420.409193
118.102002,363,1420.534709
118.102002,363,1420.710272
118.102002,363,1420.853393
118.102002,363,1421.027993
118.102002,363,1421.154191
118.102002,363,1421.279721
118.102002,363,1421.458829
118.102002,363,1421.596771
118.102002,363,1421.744235
118.102002,363,1421.946054
118.102002,363,1422.084316
118.102002,363,1422.221308
118.102002,363,1422.407489
118.102002,363,1422.544674
118.102002,363,1422.680279
118.102002,363,1422.880277
118.102002,363,1423.063326
118.102002,363,1423.236065
118.102002,363,1423.442779
118.102002,363,1423.582731
118.102002,363,1423.768499
118.102002,363,1423.905265
118.102002,363,1424.039037
118.102002,363,1424.216209
118.102002,363,1424.346788
118.102002,363,1424.473355
118.102002,363,1424.643956
118.102002,363,1424.770906
118.102002,363,1424.897689
118.102002,363,1425.074183
118.102002,363,1426.522423
118.102002,363,1426.65881
118.102002,363,1426.84276
118.102002,363,1426.974744
118.102002,363,1427.161495
118.102002,363,1427.30498
118.102002,363,1427.459278
118.102002,363,1427.654379
118.102002,363,1427.793034
118.102002,363,1427.931794
18.760608,361,1428.13351
118.102002,363,1428.269337
118.102002,363,1428.400166
118.102002,363,1428.578128
118.102002,363,1428.707507
118.102002,363,1428.835845
118.102002,363,1429.012908
118.102002,363,1429.138923
118.102002,363,1429.264795
118.102002,363,1429.435628
118.102002,363,1429.561463
118.102002,363,1429.735323
118.102002,363,1429.861916
118.102002,363,1429.989907
118.102002,363,1430.164357
118.102002,363,1430.290782
118.102002,363,1430.416508
118.102002,363,1430.630717
118.102002,363,1430.787521
118.102002,363,1430.950015
118.102002,363,1431.148136
118.102002,363,1431.286655
118.102002,363,1431.42379
118.102002,363,1431.608602
118.102002,363,1431.742356
118.102002,363,1431.871624
118.102002,363,1432.049582
118.102002,363,1432.179668
118.102002,363,1432.357886
118.102002,363,1432.486027
118.102002,363,1432.611769
118.102002,363,1432.794735
118.102002,363,1432.948383
118.102002,363,1433.122117
118.102002,363,1433.326939
118.102002,363,1433.465287
118.102002,363,1433.602385
118.102002,363,1433.787247
118.102002,363,1433.921942
118.102002,363,1434.051863
118.102002,363,1434.229233
118.102002,363,1434.359396
118.102002,363,1434.529058
118.102002,363,1434.656085
118.102002,363,1434.782226
118.102002,363,1436.183136
118.102002,363,1436.31047
118.102002,363,1436.437357
118.102002,363,1436.613142
118.102002,363,1436.740337
118.102002,363,1436.883237
118.102002,363,1437.059711
118.102002,363,1437.190129
118.102002,363,1437.319277
118.102002,363,1437.512863
118.102002,363,1437.659692
118.102002,363,1437.829725
118.102002,363,1438.041863
118.102002,363,1438.184663
118.102002,363,1438.37193
118.102002,363,1438.524331
118.102002,363,1438.662061
118.102002,363,1438.849412
118.102002,363,1438.987127
118.102002,363,1439.116372
118.102002,363,1439.293487
118.102002,363,1439.421873
118.102002,363,1439.549188
118.102002,363,1439.722393
118.102002,363,1439.848866
118.102002,363,1439.976489
118.102002,363,1440.15381
118.102002,363,1440.279515
118.102002,363,1440.460332
118.102002,363,1440.603298
118.102002,363,1440.772644
118.102002,363,1440.973245
118.102002,363,1441.111566
118.102002,363,1441.24981
118.102002,363,1441.434878
118.102002,363,1441.5679
118.102002,363,1441.698084
118.102002,363,1441.875491
118.102002,363,1442.005216
118.102002,363,1442.133081
118.102002,363,1442.306128
118.102002,363,1442.432378
118.102002,363,1442.558747
118.102002,363,1442.729393
118.102002,363,1442.874598
118.102002,363,1443.052252
118.102002,363,1443.182376
118.102002,363,1443.311005
118.102002,363,1443.505218
118.102002,363,1443.655312
118.102002,363,1443.823072
118.102002,363,1444.03544
118.102002,363,1444.195043
118.102002,363,1444.34306
118.102002,363,1444.532763
118.102002,363,1445.931826
118.102002,363,1446.07435
118.102002,363,1446.354407
118.102002,363,1446.512598
118.102002,363,1446.704439
118.102002,363,1446.842351
118.102002,363,1446.980497
118.102002,363,1447.165112
118.102002,363,1447.297679
118.102002,363,1447.427147
118.102002,363,1447.605223
118.102002,363,1447.73541
118.102002,363,1447.865257
118.102002,363,1448.043815
118.102002,363,1448.19042
118.102002,363,1448.319948
118.102002,363,1448.517084
118.102002,363,1448.669824
118.102002,363,1448.8375
118.102002,363,1449.039151
118.102002,363,1449.177482
118.102002,363,1449.363318
118.102002,363,1449.500022
118.102002,363,1449.631922
118.102002,363,1449.810161
118.102002,363,1449.940623
118.102002,363,1450.091704
118.102002,363,1450.277207
118.102002,363,1450.406684
118.102002,363,1450.53622
118.102002,363,1450.723727
118.102002,363,1450.867749
118.102002,363,1451.01716
118.102002,363,1451.206885
118.102002,363,1451.344906
118.102002,363,1451.481347
118.102002,363,1451.662377
118.102002,363,1451.793335
118.102002,363,1451.994545
118.102002,363,1452.126604
118.102002,363,1452.256148
118.102002,363,1452.475297
118.102002,363,1452.631317
118.102002,363,1452.794406
118.102002,363,1452.992334
118.102002,363,1453.130073
118.102002,363,1453.267077
118.102002,363,1453.451436
118.102002,363,1453.5825
118.102002,363,1453.732558
118.102002,363,1453.913927
118.102002,363,1454.043135
118.102002,363,1454.224357
118.102002,363,1454.371978
118.102002,363,1454.54243
118.102002,363,1456.057449
118.102002,363,1456.184992
118.102002,363,1456.311101
18.760608,361,1456.48105
118.102002,363,1456.607238
118.102002,363,1456.733243
118.102002,363,1456.908944
118.102002,363,1457.035972
118.102002,363,1457.161784
118.102002,363,1457.33665
118.102002,363,1457.462346
118.102002,363,1457.603418
118.102002,363,1457.77823
118.102002,363,1457.905544
118.102002,363,1458.079835
118.102002,363,1458.206029
118.102002,363,1458.332474
118.102002,363,1458.506228
118.102002,363,1458.631713
18.760608,361,1458.756851
118.102002,363,1458.939414
118.102002,363,1459.080656
118.102002,363,1459.236591
118.102002,363,1459.442701
118.102002,363,1459.604165
118.102002,363,1459.744636
118.102002,363,1459.934154
118.102002,363,1460.07573
118.102002,363,1460.264136
118.102002,363,1460.407179
118.102002,363,1460.563159
118.102002,363,1460.786064
118.102002,363,1460.932623
118.102002,363,1461.090871
118.102002,363,1461.279533
118.102002,363,1461.41837
118.102002,363,1461.554301
118.102002,363,1461.736565
118.102002,363,1461.866609
118.102002,363,1461.9959
118.102002,363,1462.169221
118.102002,363,1462.295804
118.102002,363,1462.422073
118.102002,363,1462.597557
118.102002,363,1462.723621
118.102002,363,1462.900093
118.102002,363,1463.026818
118.102002,363,1463.15252
118.102002,363,1463.343173
118.102002,363,1463.469183
118.102002,363,1463.597287
118.102002,363,1463.772643
18.760608,361,1463.897602
118.102002,363,1464.024319
118.102002,363,1464.198974
118.102002,363,1465.585873
118.102002,363,1465.742875
118.102002,363,1465.969955
118.102002,363,1466.114998
118.102002,363,1466.255124
118.102002,363,1466.443902
118.102002,363,1466.581174
118.102002,363,1466.767643
118.102002,363,1466.905455
118.102002,363,1467.042651
118.102002,363,1467.226111
118.102002,363,1467.357015
118.102002,363,1467.487203
118.102002,363,1467.664385
118.102002,363,1467.793879
118.102002,363,1467.923879
118.102002,363,1468.100632
118.102002,363,1468.229811
118.102002,363,1468.356095
118.102002,363,1468.552523
118.102002,363,1468.682876
118.102002,363,1468.860282
118.102002,363,1468.989951
118.102002,363,1469.118839
118.102002,363,1469.301539
118.102002,363,1469.457302
118.102002,363,1469.629172
118.102002,363,1469.837136
118.102002,363,1469.985476
118.102002,363,1470.150855
118.102002,363,1470.352993
118.102002,363,1470.495352
118.102002,363,1470.633388
118.102002,363,1470.855518
118.102002,363,1471.038777
118.102002,363,1471.242074
118.102002,363,1471.46342
118.102002,363,1471.609689
118.102002,363,1471.807261
118.102002,363,1471.955493
118.102002,363,1472.092612
118.102002,363,1472.277622
118.102002,363,1472.409267
118.102002,363,1472.53962
118.102002,363,1472.712266
118.102002,363,1472.838828
118.102002,363,1472.965264
118.102002,363,1473.14023
118.102002,363,1473.267896
118.102002,363,1473.393337
118.102002,363,1473.567553
118.102002,363,1473.694102
118.102002,363,1473.869403
118.102002,363,1474.004488
118.102002,363,1474.145712
118.102002,363,1475.651041
118.102002,363,1475.786279
118.102002,363,1475.91952
118.102002,363,1476.107325
118.102002,363,1476.246344
118.102002,363,1476.384737
118.102002,363,1476.601906
118.102002,363,1476.772407
118.102002,363,1476.959606
118.102002,363,1477.178323
118.102002,363,1477.322752
118.102002,363,1477.460089
118.102002,363,1477.646674
118.102002,363,1477.782661
118.102002,363,1477.964165
118.102002,363,1478.094283
118.102002,363,1478.224932
118.102002,363,1478.39617
118.102002,363,1478.541488
118.102002,363,1478.673442
118.102002,363,1478.854045
118.102002,363,1478.983875
118.102002,363,1479.10989
118.102002,363,1479.297514
118.102002,363,1479.441025
118.102002,363,1479.606961
118.102002,363,1479.808356
118.102002,363,1479.946531
118.102002,363,1480.083778
118.102002,363,1480.270068
118.102002,363,1480.41871
118.102002,363,1480.602588
118.102002,363,1480.73201
118.102002,363,1480.862148
118.102002,363,1481.037805
118.102002,363,1481.165202
118.102002,363,1481.29148
118.102002,363,1481.465358
118.102002,363,1481.593294
118.102002,363,1481.71903
118.102002,363,1481.907126
118.102002,363,1482.052341
118.102002,363,1482.210682
118.102002,363,1482.470269
118.102002,363,1482.658004
118.102002,363,1482.864983
118.102002,363,1483.006107
118.102002,363,1483.143196
118.102002,363,1483.32967
118.102002,363,1483.464216
118.102002,363,1483.595172
118.102002,363,1483.771964
118.102002,363,1483.900432
118.102002,363,1484.026447
118.102002,363,1484.199972
118.102002,363,1485.55308
118.102002,363,1485.681786
118.102002,363,1485.856581
118.102002,363,1485.982351
118.102002,363,1486.108617
118.102002,363,1486.282913
118.102002,363,1486.408557
118.102002,363,1486.582786
118.102002,363,1486.708899
118.102002,363,1486.83709
118.102002,363,1487.012989
118.102002,363,1487.140836
118.102002,363,1487.26901
118.102002,363,1487.440014
118.102002,363,1487.56591
118.102002,363,1487.695674
118.102002,363,1487.910646
118.102002,363,1488.070922
118.102002,363,1488.248025
118.102002,363,1488.461801
118.102002,363,1488.606042
118.102002,363,1488.792803
118.102002,363,1488.930972
118.102002,363,1489.069323
118.102002,363,1489.25522
118.102002,363,1489.389978
118.102002,363,1489.520429
118.102002,363,1489.715182
118.102002,363,1489.848831
118.102002,363,1489.979741
118.102002,363,1490.177206
118.102002,363,1490.35439
118.102002,363,1490.522928
118.102002,363,1490.724167
118.102002,363,1490.863692
118.102002,363,1491.00068
118.102002,363,1491.185859
118.102002,363,1491.317269
118.102002,363,1491.494566
118.102002,363,1491.64105
118.102002,363,1491.772472
118.102002,363,1491.949833
118.102002,363,1492.076946
118.102002,363,1492.202745
118.102002,363,1492.373404
118.102002,363,1492.498616
118.102002,363,1492.624998
118.102002,363,1492.800337
118.102002,363,1492.925982
118.102002,363,1493.053601
118.102002,363,1493.234663
118.102002,363,1493.376259
118.102002,363,1493.534044
118.102002,363,1493.76054
118.102002,363,1493.909854
118.102002,363,1495.381477
118.102002,363,1495.511694
118.102002,363,1495.641813
118.102002,363,1495.819916
118.102002,363,1495.947591
118.102002,363,1496.073054
118.102002,363,1496.268212
118.102002,363,1496.397542
118.102002,363,1496.527187
118.102002,363,1496.702847
118.102002,363,1496.82867
118.102002,363,1496.955103
118.102002,363,1497.130198
118.102002,363,1497.257542
118.102002,363,1497.43372
118.102002,363,1497.563752
118.102002,363,1497.69039
118.102002,363,1497.882539
118.102002,363,1498.031419
118.102002,363,1498.201044
118.102002,363,1498.407108
118.102002,363,1498.548867
118.102002,363,1498.685502
118.102002,363,1498.873868
118.102002,363,1499.010994
118.102002,363,1499.14205
118.102002,363,1499.319578
118.102002,363,1499.448969
118.102002,363,1499.578666
118.102002,363,1499.755816
18.760608,361,1499.8842
118.102002,363,1500.069322
118.102002,363,1500.21255
118.102002,363,1500.363695
118.102002,363,1500.616607
118.102002,363,1500.765622
118.102002,363,1500.907702
118.102002,363,1501.097059
118.102002,363,1501.234591
118.102002,363,1501.372785
118.102002,363,1501.555177
118.102002,363,1501.68539
18.760608,361,1501.813442
118.102002,363,1501.990255
118.102002,363,1502.116442
118.102002,363,1502.287145
118.102002,363,1502.421349
118.102002,363,1502.550635
