#{"t_start": 1784893584.981098, "env_id": "None"}
r,l,t
118.102002,363,1220.72301
118.102002,363,1220.864153
118.102002,363,1221.005049
118.102002,363,1221.186763
118.102002,363,1221.316032
118.102002,363,1221.489062
118.102002,363,1221.614222
118.102002,363,1221.739087
118.102002,363,1221.91248
118.102002,363,1222.038064
118.102002,363,1222.162661
118.102002,363,1222.337224
118.102002,363,1222.478699
118.102002,363,1222.625658
118.102002,363,1222.834374
18.420991,358,1222.973271
118.102002,363,1223.110206
18.420991,358,1223.293001
118.102002,363,1223.429515
18.420991,358,1223.608978
118.102002,363,1223.742311
118.102002,363,1223.871219
18.420991,358,1224.046239
118.102002,363,1224.175284
118.102002,363,1224.303392
118.102002,363,1225.703694
118.102002,363,1225.830757
118.102002,363,1225.955586
118.102002,363,1226.128043
118.102002,363,1226.253038
118.102002,363,1226.37773
118.102002,363,1226.550653
18.420991,358,1226.673875
118.102002,363,1226.798939
118.102002,363,1226.971855
118.102002,363,1227.09676
118.102002,363,1227.273035
118.102002,363,1227.406567
118.102002,363,1227.542717
118.102002,363,1227.73298
118.102002,363,1227.869247
18.420991,358,1228.000506
118.102002,363,1228.179937
118.102002,363,1228.31204
118.102002,363,1228.441929
118.102002,363,1228.618774
118.102002,363,1228.752385
118.102002,363,1228.881663
118.102002,363,1229.063545
118.102002,363,1229.201193
118.102002,363,1229.344392
118.102002,363,1229.553244
118.102002,363,1229.69084
118.102002,363,1229.876919
118.102002,363,1230.015438
118.102002,363,1230.148391
118.102002,363,1230.32387
118.102002,363,1230.452985
118.102002,363,1230.580997
118.102002,363,1230.749953
118.102002,363,1230.875637
118.102002,363,1231.000974
118.102002,363,1231.175006
118.102002,363,1231.300629
118.102002,363,1231.425126
118.102002,363,1231.59801
118.102002,363,1231.722912
118.102002,363,1231.894499
118.102002,363,1232.020453
118.102002,363,1232.145228
118.102002,363,1232.35262
118.102002,363,1232.492138
118.102002,363,1232.632081
118.102002,363,1232.817059
118.102002,363,1232.952641
118.102002,363,1233.083587
118.102002,363,1233.25915
118.102002,363,1233.388697
118.102002,363,1233.517117
118.102002,363,1233.692674
118.102002,363,1233.822084
118.102002,363,1235.317893
118.102002,363,1235.500548
118.102002,363,1235.635388
118.102002,363,1235.813631
118.102002,363,1235.945129
118.102002,363,1236.074627
118.102002,363,1236.245287
118.102002,363,1236.370571
118.102002,363,1236.495599
118.102002,363,1236.66869
118.102002,363,1236.793703
118.102002,363,1236.91836
118.102002,363,1237.090761
118.102002,363,1237.215797
118.102002,363,1237.340287
118.102002,363,1237.513428
118.102002,363,1237.638065
118.102002,363,1237.762978
118.102002,363,1237.935634
118.102002,363,1238.060248
118.102002,363,1238.237665
118.102002,363,1238.377702
118.102002,363,1238.517958
118.102002,363,1238.70197
118.102002,363,1238.831853
118.102002,363,1238.963124
118.102002,363,1239.136552
118.102002,363,1239.263252
118.102002,363,1239.389355
118.102002,363,1239.561308
118.102002,363,1239.704927
118.102002,363,1239.845818
118.102002,363,1240.051594
118.102002,363,1240.187988
118.102002,363,1240.375597
118.102002,363,1240.50965
118.102002,363,1240.639208
118.102002,363,1240.815641
118.102002,363,1240.944474
118.102002,363,1241.074024
118.102002,363,1241.2447
118.102002,363,1241.369823
118.102002,363,1241.495406
118.102002,363,1241.665532
118.102002,363,1241.792138
118.102002,363,1241.918187
118.102002,363,1242.090217
118.102002,363,1242.215176
118.102002,363,1242.340743
118.102002,363,1242.512645
118.102002,363,1242.637596
118.102002,363,1242.809748
118.102002,363,1242.934934
118.102002,363,1243.059718
118.102002,363,1243.232292
118.102002,363,1244.557789
118.102002,363,1244.689807
118.102002,363,1244.906936
118.102002,363,1245.051845
118.102002,363,1245.189036
118.102002,363,1245.368925
118.102002,363,1245.497424
118.102002,363,1245.622821
118.102002,363,1245.792422
118.102002,363,1245.919039
118.102002,363,1246.091459
118.102002,363,1246.216959
118.102002,363,1246.343014
118.102002,363,1246.515765
118.102002,363,1246.641526
118.102002,363,1246.767405
118.102002,363,1246.94027
118.102002,363,1247.065705
118.102002,363,1247.191506
118.102002,363,1247.364096
118.102002,363,1247.489445
118.102002,363,1247.614924
118.102002,363,1247.787248
118.102002,363,1247.912442
118.102002,363,1248.038195
118.102002,363,1248.211084
118.102002,363,1248.336282
118.102002,363,1248.509169
118.102002,363,1248.634649
118.102002,363,1248.760064
118.102002,363,1248.932907
118.102002,363,1249.058169
118.102002,363,1249.183178
118.102002,363,1249.358073
118.102002,363,1249.49053
118.102002,363,1249.629131
118.102002,363,1249.807692
118.102002,363,1249.935296
118.102002,363,1250.071759
118.102002,363,1250.245441
118.102002,363,1250.370407
118.102002,363,1250.543032
118.102002,363,1250.670072
118.102002,363,1250.795205
118.102002,363,1250.96759
118.102002,363,1251.093262
118.102002,363,1251.218702
118.102002,363,1251.414014
118.102002,363,1251.554076
118.102002,363,1251.700473
118.102002,363,1251.918002
118.102002,363,1252.064856
118.102002,363,1252.201299
118.102002,363,1252.384956
118.102002,363,1252.513731
118.102002,363,1253.843849
118.102002,363,1254.01554
118.102002,363,1254.140748
118.102002,363,1254.31322
118.102002,363,1254.439168
118.102002,363,1254.564435
118.102002,363,1254.737558
118.102002,363,1254.86283
118.102002,363,1254.988755
118.102002,363,1255.192656
118.102002,363,1255.334718
118.102002,363,1255.481935
118.102002,363,1255.672658
118.102002,363,1255.807403
118.102002,363,1255.935312
118.102002,363,1256.104872
118.102002,363,1256.2307
118.102002,363,1256.35552
118.102002,363,1256.527841
118.102002,363,1256.652858
118.102002,363,1256.825936
118.102002,363,1256.950905
118.102002,363,1257.075702
118.102002,363,1257.249381
118.102002,363,1257.374753
118.102002,363,1257.499653
118.102002,363,1257.677066
118.102002,363,1257.818589
118.102002,363,1257.975581
118.102002,363,1258.173665
118.102002,363,1258.309968
118.102002,363,1258.441862
118.102002,363,1258.616827
118.102002,363,1258.742119
118.102002,363,1258.917373
118.102002,363,1259.044221
118.102002,363,1259.169219
118.102002,363,1259.343689
118.102002,363,1259.478052
118.102002,363,1259.61421
118.102002,363,1259.820128
118.102002,363,1259.958622
118.102002,363,1260.093349
118.102002,363,1260.270453
118.102002,363,1260.399143
118.102002,363,1260.524453
118.102002,363,1260.696126
118.102002,363,1260.82177
118.102002,363,1260.947417
118.102002,363,1261.133442
118.102002,363,1261.274784
118.102002,363,1261.487975
118.102002,363,1261.670797
118.102002,363,1261.830286
118.102002,363,1262.028243
118.102002,363,1263.46445
118.102002,363,1263.616595
118.102002,363,1263.806852
118.102002,363,1263.947366
118.102002,363,1264.083895
118.102002,363,1264.263996
118.102002,363,1264.393131
118.102002,363,1264.519681
118.102002,363,1264.690906
118.102002,363,1264.816471
118.102002,363,1264.993517
118.102002,363,1265.123551
118.102002,363,1265.249426
118.102002,363,1265.419643
118.102002,363,1265.546343
118.102002,363,1265.67207
118.102002,363,1265.842276
118.102002,363,1265.968086
118.102002,363,1266.094746
118.102002,363,1266.299864
118.102002,363,1266.442279
118.102002,363,1266.598575
118.102002,363,1266.805432
118.102002,363,1266.943242
118.102002,363,1267.081236
118.102002,363,1267.263636
118.102002,363,1267.397741
118.102002,363,1267.575346
118.102002,363,1267.70832
118.102002,363,1267.870838
118.102002,363,1268.120307
118.102002,363,1268.288763
118.102002,363,1268.435946
118.102002,363,1268.626005
118.102002,363,1268.764297
118.102002,363,1268.899846
118.102002,363,1269.078891
118.102002,363,1269.227147
118.102002,363,1269.35609
118.102002,363,1269.52593
118.102002,363,1269.651315
118.102002,363,1269.777628
118.102002,363,1269.952908
118.102002,363,1270.078024
118.102002,363,1270.253326
118.102002,363,1270.378665
118.102002,363,1270.503644
118.102002,363,1270.677317
118.102002,363,1270.802769
118.102002,363,1270.927919
118.102002,363,1271.1021
118.102002,363,1271.227861
118.102002,363,1271.353159
118.102002,363,1271.527421
118.102002,363,1271.657358
118.102002,363,1273.029101
118.102002,363,1273.249577
118.102002,363,1273.385944
118.102002,363,1273.56188
118.102002,363,1273.710538
118.102002,363,1273.838306
118.102002,363,1274.007803
118.102002,363,1274.135735
118.102002,363,1274.261525
118.102002,363,1274.436486
118.102002,363,1274.562596
118.102002,363,1274.687865
118.102002,363,1274.861429
118.102002,363,1274.988207
118.102002,363,1275.113618
118.102002,363,1275.288452
118.102002,363,1275.414088
118.102002,363,1275.539523
118.102002,363,1275.7138
118.102002,363,1275.839127
118.102002,363,1276.013383
118.102002,363,1276.154593
118.102002,363,1276.279625
118.102002,363,1276.454577
118.102002,363,1276.580104
118.102002,363,1276.705512
118.102002,363,1276.880963
118.102002,363,1277.017245
118.102002,363,1277.159371
118.102002,363,1277.345842
118.102002,363,1277.473148
18.760608,361,1277.600255
118.102002,363,1277.774789
118.102002,363,1277.915806
118.102002,363,1278.089817
118.102002,363,1278.217021
118.102002,363,1278.343834
118.102002,363,1278.517671
118.102002,363,1278.644706
118.102002,363,1278.770292
118.102002,363,1278.986892
118.102002,363,1279.131222
118.102002,363,1279.280511
118.102002,363,1279.468163
118.102002,363,1279.618901
118.102002,363,1279.749933
118.102002,363,1279.926899
118.102002,363,1280.054389
118.102002,363,1280.180189
118.102002,363,1280.355476
118.102002,363,1280.481263
118.102002,363,1280.655632
118.102002,363,1280.781764
118.102002,363,1280.907568
118.102002,363,1281.082351
118.102002,363,1282.548275
118.102002,363,1282.678927
118.102002,363,1282.851435
118.102002,363,1282.97774
118.102002,363,1283.104744
118.102002,363,1283.280914
18.760608,361,1283.406086
118.102002,363,1283.531724
18.760608,361,1283.706634
118.102002,363,1283.832422
118.102002,363,1283.958147
118.102002,363,1284.14707
118.102002,363,1284.287797
118.102002,363,1284.488321
118.102002,363,1284.618215
118.102002,363,1284.746255
118.102002,363,1284.924133
118.102002,363,1285.054868
118.102002,363,1285.183623
118.102002,363,1285.355605
118.102002,363,1285.482622
118.102002,363,1285.609054
118.102002,363,1285.779391
118.102002,363,1285.906333
118.102002,363,1286.032718
118.102002,363,1286.257638
118.102002,363,1286.432804
118.102002,363,1286.642241
118.102002,363,1286.782395
118.102002,363,1286.919643
118.102002,363,1287.103637
118.102002,363,1287.233003
118.102002,363,1287.360529
118.102002,363,1287.531732
118.102002,363,1287.658121
118.102002,363,1287.784796
118.102002,363,1287.959524
118.102002,363,1288.08543
118.102002,363,1288.211811
118.102002,363,1288.386393
118.102002,363,1288.512715
118.102002,363,1288.653632
118.102002,363,1288.827597
118.102002,363,1288.953876
118.102002,363,1289.132689
118.102002,363,1289.277143
118.102002,363,1289.432519
118.102002,363,1289.634179
118.102002,363,1289.771797
118.102002,363,1289.9107
118.102002,363,1290.093867
118.102002,363,1290.221046
118.102002,363,1290.361208
118.102002,363,1290.536405
118.102002,363,1290.662267
118.102002,363,1291.997291
118.102002,363,1292.1719
118.102002,363,1292.297416
118.102002,363,1292.471739
118.102002,363,1292.597633
118.102002,363,1292.723029
118.102002,363,1292.914823
118.102002,363,1293.040881
118.102002,363,1293.167011
118.102002,363,1293.340494
118.102002,363,1293.467032
118.102002,363,1293.592362
118.102002,363,1293.767288
118.102002,363,1293.893557
118.102002,363,1294.01947
118.102002,363,1294.193946
118.102002,363,1294.326534
118.102002,363,1294.465157
118.102002,363,1294.682767
118.102002,363,1294.812696
118.102002,363,1295.00857
118.102002,363,1295.142484
118.102002,363,1295.276961
118.102002,363,1295.449225
118.102002,363,1295.575471
118.102002,363,1295.702625
118.102002,363,1295.880393
118.102002,363,1296.015418
118.102002,363,1296.154668
118.102002,363,1296.355531
118.102002,363,1296.493394
118.102002,363,1296.629299
118.102002,363,1296.827525
118.102002,363,1296.958385
118.102002,363,1297.087834
118.102002,363,1297.263452
118.102002,363,1297.390384
118.102002,363,1297.560063
118.102002,363,1297.686726
118.102002,363,1297.814429
118.102002,363,1297.987547
118.102002,363,1298.113893
118.102002,363,1298.239927
118.102002,363,1298.413481
118.102002,363,1298.540005
118.102002,363,1298.665475
118.102002,363,1298.841434
118.102002,363,1298.96994
118.102002,363,1299.097215
118.102002,363,1299.28874
118.102002,363,1299.414584
118.102002,363,1299.627121
118.102002,363,1299.768055
118.102002,363,1299.912121
118.102002,363,1300.09506
118.102002,363,1301.453254
118.102002,363,1301.586757
118.102002,363,1301.758485
118.102002,363,1301.884487
118.102002,363,1302.011144
118.102002,363,1302.181813
118.102002,363,1302.307927
118.102002,363,1302.435387
118.102002,363,1302.610135
118.102002,363,1302.736303
118.102002,363,1302.861862
118.102002,363,1303.035725
118.102002,363,1303.161761
118.102002,363,1303.33593
118.102002,363,1303.462166
118.102002,363,1303.588358
118.102002,363,1303.779327
118.102002,363,1303.906357
118.102002,363,1304.03231
118.102002,363,1304.2062
118.102002,363,1304.337815
118.102002,363,1304.480204
118.102002,363,1304.698316
118.102002,363,1304.838805
118.102002,363,1304.977369
118.102002,363,1305.161221
118.102002,363,1305.291827
118.102002,363,1305.48776
118.102002,363,1305.620182
18.760608,361,1305.749389
118.102002,363,1305.920598
118.102002,363,1306.047143
118.102002,363,1306.173287
118.102002,363,1306.344892
118.102002,363,1306.471434
118.102002,363,1306.598932
18.760608,361,1306.780731
118.102002,363,1306.923659
118.102002,363,1307.088758
18.760608,361,1307.291679
118.102002,363,1307.44879
118.102002,363,1307.586484
118.102002,363,1307.771431
118.102002,363,1307.90411
118.102002,363,1308.080974
118.102002,363,1308.21157
118.102002,363,1308.337801
118.102002,363,1308.507594
118.102002,363,1308.63486
118.102002,363,1308.761636
118.102002,363,1308.93639
118.102002,363,1309.062583
118.102002,363,1309.188234
118.102002,363,1309.36275
118.102002,363,1309.488958
118.102002,363,1310.837764
118.102002,363,1311.010928
118.102002,363,1311.13645
118.102002,363,1311.263113
118.102002,363,1311.437711
118.102002,363,1311.563151
118.102002,363,1311.743397
118.102002,363,1311.883524
118.102002,363,1312.028873
118.102002,363,1312.214041
118.102002,363,1312.359979
118.102002,363,1312.490511
118.102002,363,1312.662359
118.102002,363,1312.789252
18.760608,361,1312.914831
118.102002,363,1313.090136
118.102002,363,1313.215732
118.102002,363,1313.340913
118.102002,363,1313.515025
118.102002,363,1313.640543
118.102002,363,1313.815102
118.102002,363,1313.94113
118.102002,363,1314.066644
118.102002,363,1314.24116
118.102002,363,1314.366877
118.102002,363,1314.492834
118.102002,363,1314.667823
118.102002,363,1314.79351
118.102002,363,1314.91916
118.102002,363,1315.122553
118.102002,363,1315.270489
118.102002,363,1315.428347
118.102002,363,1315.623355
118.102002,363,1315.761361
118.102002,363,1315.894598
118.102002,363,1316.071812
118.102002,363,1316.200811
118.102002,363,1316.370814
118.102002,363,1316.496874
118.102002,363,1316.623695
118.102002,363,1316.798144
118.102002,363,1316.925393
118.102002,363,1317.065921
118.102002,363,1317.24059
118.102002,363,1317.366667
118.102002,363,1317.491787
118.102002,363,1317.666001
118.102002,363,1317.791706
118.102002,363,1317.917016
118.102002,363,1318.102496
118.102002,363,1318.24512
118.102002,363,1318.446711
118.102002,363,1318.58564
118.102002,363,1318.72486
118.102002,363,1318.933537
118.102002,363,1319.070075
118.102002,363,1320.431144
118.102002,363,1320.600382
118.102002,363,1320.727425
118.102002,363,1320.85383
118.102002,363,1321.028756
118.102002,363,1321.155591
118.102002,363,1321.281297
118.102002,363,1321.456644
118.102002,363,1321.582807
118.102002,363,1321.708215
118.102002,363,1321.924634
118.102002,363,1322.067564
118.102002,363,1322.279253
118.102002,363,1322.422551
118.102002,363,1322.560081
118.102002,363,1322.74619
118.102002,363,1322.87946
118.102002,363,1323.00886
118.102002,363,1323.187105
118.102002,363,1323.316718
118.102002,363,1323.446391
118.102002,363,1323.624152
118.102002,363,1323.751244
118.102002,363,1323.877758
118.102002,363,1324.069297
118.102002,363,1324.218275
118.102002,363,1324.416713
118.102002,363,1324.558148
118.102002,363,1324.696395
118.102002,363,1324.879968
118.102002,363,1325.012573
118.102002,363,1325.142829
118.102002,363,1325.338434
118.102002,363,1325.469485
118.102002,363,1325.597699
118.102002,363,1325.767877
118.102002,363,1325.894086
118.102002,363,1326.020147
118.102002,363,1326.1959
118.102002,363,1326.322117
118.102002,363,1326.447401
118.102002,363,1326.623198
118.102002,363,1326.74868
118.102002,363,1326.92147
118.102002,363,1327.054453
118.102002,363,1327.199709
118.102002,363,1327.405163
118.102002,363,1327.545672
118.102002,363,1327.683847
118.102002,363,1327.868741
118.102002,363,1328.000563
118.102002,363,1328.129055
118.102002,363,1328.305968
118.102002,363,1328.434825
118.102002,363,1328.563704
118.102002,363,1330.105704
118.102002,363,1330.242948
118.102002,363,1330.380596
118.102002,363,1330.56466
118.102002,363,1330.695698
118.102002,363,1330.872619
118.102002,363,1331.000982
118.102002,363,1331.128825
118.102002,363,1331.29919
118.102002,363,1331.42583
118.102002,363,1331.55269
118.102002,363,1331.726489
118.102002,363,1331.851846
118.102002,363,1331.977799
118.102002,363,1332.151824
118.102002,363,1332.277527
118.102002,363,1332.404089
118.102002,363,1332.578008
118.102002,363,1332.70337
118.102002,363,1332.881263
118.102002,363,1333.01673
118.102002,363,1333.164437
118.102002,363,1333.359205
118.102002,363,1333.497925
118.102002,363,1333.632347
118.102002,363,1333.828391
118.102002,363,1333.962753
118.102002,363,1334.09419
118.102002,363,1334.271005
118.102002,363,1334.411237
118.102002,363,1334.554694
118.102002,363,1334.789239
118.102002,363,1334.937526
118.102002,363,1335.077149
118.102002,363,1335.264369
118.102002,363,1335.399936
118.102002,363,1335.579377
118.102002,363,1335.708999
118.102002,363,1335.838478
118.102002,363,1336.015127
118.102002,363,1336.140878
118.102002,363,1336.266358
118.102002,363,1336.441254
118.102002,363,1336.567451
118.102002,363,1336.692936
118.102002,363,1336.868092
118.102002,363,1336.993705
118.102002,363,1337.119243
118.102002,363,1337.293995
118.102002,363,1337.420778
118.102002,363,1337.59477
118.102002,363,1337.720861
118.102002,363,1337.846647
118.102002,363,1338.021173
118.102002,363,1338.147011
118.102002,363,1339.501843
118.102002,363,1339.675844
118.102002,363,1339.80202
118.102002,363,1339.928085
118.102002,363,1340.115174
118.102002,363,1340.257524
118.102002,363,1340.42646
118.102002,363,1340.624843
118.102002,363,1340.762913
118.102002,363,1340.898779
118.102002,363,1341.079776
118.102002,363,1341.208216
118.102002,363,1341.377971
118.102002,363,1341.50421
118.102002,363,1341.630573
118.102002,363,1341.805051
118.102002,363,1341.931792
118.102002,363,1342.05735
118.102002,363,1342.232117
118.102002,363,1342.358179
118.102002,363,1342.48436
118.102002,363,1342.673916
118.102002,363,1342.800034
118.102002,363,1342.925259
118.102002,363,1343.099115
118.102002,363,1343.224851
118.102002,363,1343.350192
118.102002,363,1343.54219
118.102002,363,1343.683291
118.102002,363,1343.870015
118.102002,363,1344.000596
118.102002,363,1344.130156
118.102002,363,1344.308115
118.102002,363,1344.437743
118.102002,363,1344.566594
118.102002,363,1344.744569
118.102002,363,1344.874958
118.102002,363,1345.009794
118.102002,363,1345.188553
118.102002,363,1345.317725
118.102002,363,1345.447739
118.102002,363,1345.645423
118.102002,363,1345.808516
118.102002,363,1346.029208
118.102002,363,1346.172999
118.102002,363,1346.328997
118.102002,363,1346.51519
118.102002,363,1346.652014
118.102002,363,1346.786501
118.102002,363,1346.965872
18.760608,361,1347.093925
118.102002,363,1347.220935
118.102002,363,1347.390608
118.102002,363,1347.51606
118.102002,363,1347.643593
118.102002,363,1349.022836
118.102002,363,1349.148584
118.102002,363,1349.27487
118.102002,363,1349.449363
118.102002,363,1349.574947
118.102002,363,1349.749863
118.102002,363,1349.875789
118.102002,363,1350.002359
118.102002,363,1350.178415
118.102002,363,1350.304415
118.102002,363,1350.430109
118.102002,363,1350.609237
118.102002,363,1350.74728
118.102002,363,1350.905894
118.102002,363,1351.132362
118.102002,363,1351.272114
118.102002,363,1351.408756
118.102002,363,1351.592532
118.102002,363,1351.724863
18.760608,361,1351.900705
118.102002,363,1352.029948
118.102002,363,1352.160195
118.102002,363,1352.336602
118.102002,363,1352.466074
118.102002,363,1352.593737
118.102002,363,1352.777205
118.102002,363,1352.921111
118.102002,363,1353.071515
118.102002,363,1353.260487
118.102002,363,1353.398376
118.102002,363,1353.53489
118.102002,363,1353.715405
118.102002,363,1353.845754
118.102002,363,1353.975113
118.102002,363,1354.153128
118.102002,363,1354.282533
118.102002,363,1354.463437
118.102002,363,1354.618431
118.102002,363,1354.788995
118.102002,363,1355.026551
118.102002,363,1355.182392
118.102002,363,1355.330821
118.102002,363,1355.518486
18.760608,361,1355.654734
118.102002,363,1355.791161
118.102002,363,1355.97797
118.102002,363,1356.110401
118.102002,363,1356.239318
118.102002,363,1356.433844
118.102002,363,1356.582542
118.102002,363,1356.740343
118.102002,363,1356.934739
118.102002,363,1357.071904
18.760608,361,1357.255445
118.102002,363,1357.385719
118.102002,363,1358.726089
118.102002,363,1358.904422
118.102002,363,1359.045341
118.102002,363,1359.170544
118.102002,363,1359.345073
118.102002,363,1359.470639
118.102002,363,1359.595955
118.102002,363,1359.770784
118.102002,363,1359.896018
118.102002,363,1360.023162
118.102002,363,1360.196724
118.102002,363,1360.32224
118.102002,363,1360.496091
118.102002,363,1360.621879
118.102002,363,1360.746915
118.102002,363,1360.925208
118.102002,363,1361.060962
118.102002,363,1361.202972
118.102002,363,1361.402116
118.102002,363,1361.539648
118.102002,363,1361.676449
118.102002,363,1361.862297
118.102002,363,1361.995688
118.102002,363,1362.129448
118.102002,363,1362.312604
118.102002,363,1362.444272
118.102002,363,1362.573737
118.102002,363,1362.769342
118.102002,363,1362.922826
118.102002,363,1363.186044
118.102002,363,1363.339498
118.102002,363,1363.481082
118.102002,363,1363.667393
118.102002,363,1363.805794
118.102002,363,1363.940283
118.102002,363,1364.119144
118.102002,363,1364.24866
118.102002,363,1364.375396
118.102002,363,1364.548039
118.102002,363,1364.673696
118.102002,363,1364.799793
118.102002,363,1364.975644
118.102002,363,1365.102064
118.102002,363,1365.275272
118.102002,363,1365.401784
118.102002,363,1365.52694
118.102002,363,1365.701051
118.102002,363,1365.827057
118.102002,363,1365.952134
118.102002,363,1366.126132
118.102002,363,1366.252328
118.102002,363,1366.377894
118.102002,363,1366.551903
118.102002,363,1366.677616
118.102002,363,1366.802917
118.102002,363,1368.282318
118.102002,363,1368.412606
118.102002,363,1368.542085
118.102002,363,1368.718074
118.102002,363,1368.843899
118.102002,363,1369.014041
118.102002,363,1369.141265
118.102002,363,1369.267191
118.102002,363,1369.438851
118.102002,363,1369.564788
118.102002,363,1369.690575
118.102002,363,1369.861515
118.102002,363,1369.990815
118.102002,363,1370.121113
118.102002,363,1370.295687
118.102002,363,1370.42147
118.102002,363,1370.54811
118.102002,363,1370.719157
118.102002,363,1370.844844
118.102002,363,1370.971215
118.102002,363,1371.142619
118.102002,363,1371.268558
118.102002,363,1371.44067
118.102002,363,1371.567307
118.102002,363,1371.693258
118.102002,363,1371.86619
118.102002,363,1371.995792
118.102002,363,1372.124392
118.102002,363,1372.299881
118.102002,363,1372.428326
118.102002,363,1372.583422
118.102002,363,1372.812118
118.102002,363,1372.983272
118.102002,363,1373.133035
118.102002,363,1373.328454
118.102002,363,1373.465752
118.102002,363,1373.652099
118.102002,363,1373.790239
118.102002,363,1373.924718
118.102002,363,1374.112651
118.102002,363,1374.272588
118.102002,363,1374.44529
118.102002,363,1374.652813
118.102002,363,1374.792317
118.102002,363,1374.929948
118.102002,363,1375.115811
118.102002,363,1375.247672
118.102002,363,1375.376824
118.102002,363,1375.553342
118.102002,363,1375.678867
118.102002,363,1375.805218
118.102002,363,1375.980958
118.102002,363,1376.107999
118.102002,363,1376.297591
118.102002,363,1376.424515
118.102002,363,1377.894565
118.102002,363,1378.072364
118.102002,363,1378.201928
118.102002,363,1378.329996
118.102002,363,1378.517588
118.102002,363,1378.66197
118.102002,363,1378.811586
118.102002,363,1379.003748
118.102002,363,1379.142049
118.102002,363,1379.279884
118.102002,363,1379.461852
118.102002,363,1379.59106
118.102002,363,1379.78564
118.102002,363,1379.919718
118.102002,363,1380.05096
118.102002,363,1380.228293
118.102002,363,1380.355995
118.102002,363,1380.48151
118.102002,363,1380.65185
118.102002,363,1380.777957
118.102002,363,1380.90396
118.102002,363,1381.07579
118.102002,363,1381.201681
118.102002,363,1381.327382
118.102002,363,1381.537298
118.102002,363,1381.691901
118.102002,363,1381.85023
118.102002,363,1382.046891
118.102002,363,1382.184742
118.102002,363,1382.371277
118.102002,363,1382.506495
118.102002,363,1382.63937
118.102002,363,1382.81964
118.102002,363,1382.949214
118.102002,363,1383.079122
118.102002,363,1383.26703
118.102002,363,1383.424925
118.102002,363,1383.595651
118.102002,363,1383.825415
118.102002,363,1383.966892
118.102002,363,1384.104168
118.102002,363,1384.291257
118.102002,363,1384.425187
118.102002,363,1384.602729
118.102002,363,1384.73253
118.102002,363,1384.861036
118.102002,363,1385.037175
118.102002,363,1385.164117
118.102002,363,1385.290674
118.102002,363,1385.461595
118.102002,363,1385.589615
118.102002,363,1385.716583
118.102002,363,1385.89083
118.102002,363,1386.017398
118.102002,363,1386.142862
118.102002,363,1387.525574
118.102002,363,1387.652068
118.102002,363,1387.778587
118.102002,363,1387.963291
118.102002,363,1388.103595
118.102002,363,1388.335312
118.102002,363,1388.476264
118.102002,363,1388.613406
118.102002,363,1388.799763
118.102002,363,1388.933705
118.102002,363,1389.067882
118.102002,363,1389.247646
118.102002,363,1389.37778
118.102002,363,1389.507049
118.102002,363,1389.686704
118.102002,363,1389.816675
118.102002,363,1389.94684
118.102002,363,1390.126431
118.102002,363,1390.255874
118.102002,363,1390.385102
118.102002,363,1390.561571
118.102002,363,1390.687247
118.102002,363,1390.858201
118.102002,363,1390.984228
118.102002,363,1391.112014
118.102002,363,1391.282126
118.102002,363,1391.408415
118.102002,363,1391.536454
118.102002,363,1391.710202
118.102002,363,1391.836888
118.102002,363,1391.962313
118.102002,363,1392.153709
118.102002,363,1392.297992
118.102002,363,1392.446401
118.102002,363,1392.634274
118.102002,363,1392.78815
118.102002,363,1392.974295
118.102002,363,1393.110126
118.102002,363,1393.242341
118.102002,363,1393.420327
118.102002,363,1393.550267
118.102002,363,1393.679324
118.102002,363,1393.857199
118.102002,363,1393.98323
118.102002,363,1394.109279
118.102002,363,1394.318782
118.102002,363,1394.478755
118.102002,363,1394.648092
118.102002,363,1394.911111
118.102002,363,1395.070336
118.102002,363,1395.215215
118.102002,363,1395.406177
118.102002,363,1395.543701
118.102002,363,1395.730878
118.102002,363,1395.863708
118.102002,363,1397.209453
118.102002,363,1397.401197
118.102002,363,1397.528859
118.102002,363,1397.655268
18.760608,361,1397.829663
118.102002,363,1397.955279
118.102002,363,1398.081807
118.102002,363,1398.288241
118.102002,363,1398.441594
118.102002,363,1398.608378
118.102002,363,1398.837938
118.102002,363,1398.990102
118.102002,363,1399.180312
118.102002,363,1399.317577
118.102002,363,1399.454783
118.102002,363,1399.641639
118.102002,363,1399.777828
118.102002,363,1399.911471
118.102002,363,1400.136388
118.102002,363,1400.296329
118.102002,363,1400.474182
118.102002,363,1400.683743
118.102002,363,1400.824738
118.102002,363,1400.962829
118.102002,363,1401.167779
118.102002,363,1401.304202
118.102002,363,1401.435437
118.102002,363,1401.612552
118.102002,363,1401.741071
18.760608,361,1401.910156
118.102002,363,1402.036287
118.102002,363,1402.162499
118.102002,363,1402.333278
118.102002,363,1402.45977
118.102002,363,1402.586772
118.102002,363,1402.765838
118.102002,363,1402.911712
118.102002,363,1403.079035
118.102002,363,1403.294157
118.102002,363,1403.433972
118.102002,363,1403.571332
18.760608,361,1403.756392
118.102002,363,1403.889896
118.102002,363,1404.020791
118.102002,363,1404.197954
118.102002,363,1404.327842
118.102002,363,1404.501921
118.102002,363,1404.628723
118.102002,363,1404.7553
118.102002,363,1404.927012
118.102002,363,1405.056818
118.102002,363,1405.184649
118.102002,363,1405.379815
118.102002,363,1405.522287
118.102002,363,1405.684794
118.102002,363,1407.199952
118.102002,363,1407.330017
